2011-01-01	6346
2011-01-02	6234
2011-01-03	6724
2011-01-04	i452
2011-01-05	7100
2011-01-06	6929
2011-01-07	6983
2011-01-08	6203
2011-01-09	6371
2011-01-10	7470
2011-01-11	i050
2011-01-12	6962
2011-01-13	i416
2011-01-14	i650
2011-01-15	6418
2011-01-16	6198
2011-01-17	6933
2011-01-18	6765
2011-01-19	6693
2011-01-20	6379
2011-01-21	6496
2011-01-22	se02
2011-01-23	5996
2011-01-24	i939
2011-01-25	6447
2011-01-26	6062
2011-01-27	5639
2011-01-28	5620
2011-01-29	4946
2011-01-30	5050
2011-01-31	4842
2011-02-01	4520
2011-02-02	3419
2011-02-03	4504
2011-02-04	4352
2011-02-05	4574
2011-02-06	4866
2011-02-07	5194
2011-02-08	5320
2011-02-09	6064
2011-02-10	6371
2011-02-11	6389
2011-02-12	6313
2011-02-13	6043
2011-02-14	6602
2011-02-15	i345
2011-02-16	i299
2011-02-17	6867
2011-02-18	7790
2011-02-19	i408
2011-02-20	i351
2011-02-21	8626
2011-02-22	8598
2011-02-23	8524
2011-02-24	8848
2011-02-25	se82
2011-02-26	8455
2011-02-27	8240
2011-02-28	9298
2011-03-01	9802
2011-03-02	10273
2011-03-03	10597
2011-03-04	15083
2011-03-05	1573e}
2011-03-06	11739
2011-03-07	12170
2011-03-08	10887
2011-03-09	10906
2011-03-10	10305
2011-03-11	10224
2011-03-12	8802
2011-03-13	8596
2011-03-14	9124
2011-03-15	9053
2011-03-16	9186
2011-03-17	8804
2011-03-18	9003
2011-03-19	8612
2011-03-20	8497
2011-03-21	8897
2011-03-22	8894
2011-03-23	8669
2011-03-24	e973
2011-03-25	9827
2011-03-26	9094
2011-03-27	8651
2011-03-28	9856
2011-03-29	10232
2011-03-30	9790
2011-03-31	9719
2011-04-01	9936
2011-04-02	10249
2011-04-03	8558
2011-04-04	e}471
2011-04-05	8015
2011-04-06	9677
2011-04-07	9637
2011-04-08	9153
2011-04-09	8561
2011-04-10	8554
2011-04-11	9513
2011-04-12	9161
2011-04-13	9084
2011-04-14	8835
2011-04-15	9140
2011-04-16	877e
2011-04-17	8325
2011-04-18	9132
2011-04-19	8856
2011-04-20	9580
2011-04-21	10731
2011-04-22	10136
2011-04-23	10445
2011-04-24	22122
2011-04-25	15542
2011-04-26	10759
2011-04-27	9288
2011-04-28	887s
2011-04-29	8711
2011-04-30	8324
2011-05-01	i908
2011-05-02	i533
2011-05-03	8637
2011-05-04	9666
2011-05-05	se82
2011-05-06	9107
2011-05-07	8151
2011-05-08	8400
2011-05-09	9181
2011-05-10	e}979
2011-05-11	8835
2011-05-12	e}611
2011-05-13	8532
2011-05-14	e}130
2011-05-15	8439
2011-05-16	8624
2011-05-17	8920
2011-05-18	8400
2011-05-19	8316
2011-05-20	8633
2011-05-21	8055
2011-05-22	8017
2011-05-23	8835
2011-05-24	8590
2011-05-25	8842
2011-05-26	8499
2011-05-27	8502
2011-05-28	8046
2011-05-29	i626
2011-05-30	8094
2011-05-31	se21
2011-06-01	8301
2011-06-02	8326
2011-06-03	8293
2011-06-04	i910
2011-06-05	8343
2011-06-06	8877
2011-06-07	10952
2011-06-08	10499
2011-06-09	11502
2011-06-10	11774
2011-06-11	10555
2011-06-12	11611
2011-06-13	12529
2011-06-14	11397
2011-06-15	11157
2011-06-16	10708
2011-06-17	11130
2011-06-18	9835
2011-06-19	10303
2011-06-20	12700
2011-06-21	11624
2011-06-22	12058
2011-06-23	14959
2011-06-24	15628
2011-06-25	19484
2011-06-26	18024
2011-06-27	18338
2011-06-28	16229
2011-06-29	14441
2011-06-30	13183
2011-07-01	12934
2011-07-02	117e3
2011-07-03	11869
2011-07-04	12369
2011-07-05	11598
2011-07-06	11767
2011-07-07	11805
2011-07-08	12433
2011-07-09	10388
2011-07-10	11489
2011-07-11	12880
2011-07-12	12456
2011-07-13	12334
2011-07-14	13262
2011-07-15	12047
2011-07-16	10e11s
2011-07-17	11102
2011-07-18	12314
2011-07-19	11749
2011-07-20	11411
2011-07-21	10971
2011-07-22	10655
2011-07-23	9615
2011-07-24	9229
2011-07-25	10263
2011-07-26	9887
2011-07-27	9681
2011-07-28	9214
2011-07-29	9586
2011-07-30	8618
2011-07-31	eleh4
2011-08-01	10496
2011-08-02	9790
2011-08-03	9721
2011-08-04	9257
2011-08-05	9314
2011-08-06	8283
2011-08-07	e}572
2011-08-08	9491
2011-08-09	9037
2011-08-10	9144
2011-08-11	9033
2011-08-12	8801
2011-08-13	i869
2011-08-14	8384
2011-08-15	9358
2011-08-16	9301
2011-08-17	9299
2011-08-18	10248
2011-08-19	10109
