2013-01-01	2761
2013-01-02	2773
2013-01-03	2749
2013-01-04	3129
2013-01-05	3107
2013-01-06	3228
2013-01-07	3165
2013-01-08	3237
2013-01-09	3096
2013-01-10	3112
2013-01-11	3272
2013-01-12	3186
2013-01-13	2911
2013-01-14	3216
2013-01-15	2992
2013-01-16	2978
2013-01-17	2919
2013-01-18	3094
2013-01-19	2911
2013-01-20	2811
2013-01-21	3136
2013-01-22	3033
2013-01-23	3029
2013-01-24	2e}75
2013-01-25	2821
2013-01-26	2754
2013-01-27	2675
2013-01-28	2651
2013-01-29	2699
2013-01-30	2721
2013-01-31	2625
2013-02-01	2732
2013-02-02	2463
2013-02-03	2408
2013-02-04	2559
2013-02-05	2535
2013-02-06	2523
2013-02-07	2477
2013-02-08	2094
2013-02-09	1598
2013-02-10	2280
2013-02-11	2448
2013-02-12	2426
2013-02-13	2498
2013-02-14	2672
2013-02-15	2642
2013-02-16	2946
2013-02-17	3125
2013-02-18	3276
2013-02-19	3367
2013-02-20	3451
2013-02-21	3448
2013-02-22	3655
2013-02-23	3361
2013-02-24	3346
2013-02-25	4930
2013-02-26	5117
2013-02-27	5e}70
2013-02-28	4902
2013-03-01	4606
2013-03-02	3931
2013-03-03	4082
2013-03-04	5362
2013-03-05	47e8
2013-03-06	4579
2013-03-07	4467
2013-03-08	4412
2013-03-09	4548
2013-03-10	4355
2013-03-11	5050
2013-03-12	5043
2013-03-13	5078
2013-03-14	5461
2013-03-15	5317
2013-03-16	4319
2013-03-17	3877
2013-03-18	4619
2013-03-19	4357
2013-03-20	4580
2013-03-21	4494
2013-03-22	4056
2013-03-23	3712
2013-03-24	3715
2013-03-25	4338
2013-03-26	4456
2013-03-27	4087
2013-03-28	4772
2013-03-29	4482
2013-03-30	3716
2013-03-31	3553
2013-04-01	5025
2013-04-02	4688
2013-04-03	4513
2013-04-04	3613
2013-04-05	3439
2013-04-06	3367
2013-04-07	3873
2013-04-08	3718
2013-04-09	3669
2013-04-10	sr67
2013-04-11	3754
2013-04-12	3781
2013-04-13	3523
2013-04-14	3550
2013-04-15	3941
2013-04-16	se33
2013-04-17	3860
2013-04-18	3636
2013-04-19	3807
2013-04-20	3417
2013-04-21	3225
2013-04-22	3626
2013-04-23	3454
2013-04-24	3364
2013-04-25	3353
2013-04-26	3322
2013-04-27	3148
2013-04-28	3096
2013-04-29	3028
2013-04-30	2909
2013-05-01	2911
2013-05-02	3272
2013-05-03	3405
2013-05-04	3203
2013-05-05	3271
2013-05-06	3893
2013-05-07	3666
2013-05-08	3805
2013-05-09	3619
2013-05-10	3s75
2013-05-11	3196
2013-05-12	3142
2013-05-13	3644
2013-05-14	3829
2013-05-15	3638
2013-05-16	3504
2013-05-17	3507
2013-05-18	3308
2013-05-19	3410
2013-05-20	3497
2013-05-21	3426
2013-05-22	error
2013-05-23	3465
2013-05-24	3262
2013-05-25	3041
2013-05-26	3075
2013-05-27	3574
2013-05-28	3756
2013-05-29	3686
2013-05-30	3719
2013-05-31	sr87
2013-06-01	3394
2013-06-02	3530
2013-06-03	4188
2013-06-04	4037
2013-06-05	4271
2013-06-06	4326
2013-06-07	4113
2013-06-08	4175
2013-06-09	4294
2013-06-10	3752
2013-06-11	4063
2013-06-12	3923
2013-06-13	4632
2013-06-14	4607
2013-06-15	4103
2013-06-16	4237
2013-06-17	4739
2013-06-18	4649
2013-06-19	4395
2013-06-20	4588
2013-06-21	4572
2013-06-22	5104
2013-06-23	6992
2013-06-24	se68
2013-06-25	10¡®w2
2013-06-26	10057
2013-06-27	8603
2013-06-28	i027
2013-06-29	5544
2013-06-30	5162
2013-07-01	se51
2013-07-02	5120
2013-07-03	4995
2013-07-04	¡®lew7
2013-07-05	4583
2013-07-06	3898
2013-07-07	3833
2013-07-08	4580
2013-07-09	4602
2013-07-10	4e}75
2013-07-11	4825
2013-07-12	5043
2013-07-13	4408
2013-07-14	4671
2013-07-15	5475
2013-07-16	5652
2013-07-17	se41
2013-07-18	5297
2013-07-19	4996
2013-07-20	4478
2013-07-21	4437
2013-07-22	4680
2013-07-23	4483
2013-07-24	4387
2013-07-25	4352
2013-07-26	4101
2013-07-27	3823
2013-07-28	3752
2013-07-29	3980
2013-07-30	3944
2013-07-31	3848
2013-08-01	3927
2013-08-02	sr47
2013-08-03	3427
2013-08-04	3359
2013-08-05	3460
2013-08-06	3395
2013-08-07	3626
2013-08-08	3514
2013-08-09	3458
2013-08-10	3342
2013-08-11	3275
2013-08-12	3442
2013-08-13	3342
2013-08-14	3528
2013-08-15	3675
2013-08-16	3760
2013-08-17	3458
2013-08-18	3456
2013-08-19	37e6
2013-08-20	3950
2013-08-21	3837
2013-08-22	3846
2013-08-23	3861
2013-08-24	3576
2013-08-25	3702
2013-08-26	4096
2013-08-27	3938
2013-08-28	3968
2013-08-29	3828
2013-08-30	se28
2013-08-31	3605
2013-09-01	3770
2013-09-02	4428
2013-09-03	4361
2013-09-04	4394
2013-09-05	4469
2013-09-06	4451
2013-09-07	4195
2013-09-08	4258
2013-09-09	4891
2013-09-10	5037
2013-09-11	4685
2013-09-12	4894
2013-09-13	4680
2013-09-14	4013
2013-09-15	4119
2013-09-16	4732
2013-09-17	4683
2013-09-18	4411
2013-09-19	3692
2013-09-20	3638
2013-09-21	3604
2013-09-22	4745
2013-09-23	4480
2013-09-24	4532
2013-09-25	4526
2013-09-26	4419
2013-09-27	4373
2013-09-28	3623
2013-09-29	3691
2013-09-30	3705
2013-10-01	3329
2013-10-02	3302
2013-10-03	3224
2013-10-04	3291
2013-10-05	3243
2013-10-06	3326
2013-10-07	3406
2013-10-08	3935
2013-10-09	4379
2013-10-10	4294
2013-10-11	4215
2013-10-12	4117
2013-10-13	3559
2013-10-14	4187
2013-10-15	3901
2013-10-16	3650
2013-10-17	sr27
2013-10-18	se82
2013-10-19	3428
2013-10-20	3389
2013-10-21	3680
2013-10-22	se98
2013-10-23	se28
2013-10-24	3500
2013-10-25	3416
2013-10-26	3314
2013-10-27	3173
2013-10-28	3533
2013-10-29	3465
2013-10-30	3387
2013-10-31	3411
2013-11-01	3405
2013-11-02	3233
2013-11-03	3254
2013-11-04	3468
2013-11-05	3311
2013-11-06	3213
2013-11-07	3436
2013-11-08	3291
2013-11-09	3172
2013-11-10	3139
2013-11-11	3158
2013-11-12	3069
2013-11-13	3077
2013-11-14	3140
2013-11-15	3198
2013-11-16	3161
2013-11-17	2995
2013-11-18	3202
2013-11-19	3098
2013-11-20	3152
2013-11-21	3296
2013-11-22	3195
2013-11-23	3111
2013-11-24	3183
2013-11-25	3402
2013-11-26	3341
2013-11-27	3328
2013-11-28	3122
2013-11-29	3050
2013-11-30	3061
2013-12-01	3182
2013-12-02	3479
2013-12-03	3264
2013-12-04	3886
2013-12-05	3923
2013-12-06	3567
2013-12-07	3353
2013-12-08	3417
2013-12-09	3616
2013-12-10	3485
2013-12-11	3772
2013-12-12	3646
2013-12-13	3454
2013-12-14	3361
2013-12-15	3502
2013-12-16	3920
2013-12-17	3711
2013-12-18	3588
2013-12-19	4560
2013-12-20	3853
2013-12-21	3392
2013-12-22	3831
2013-12-23	4707
2013-12-24	4483
2013-12-25	5228
2013-12-26	4950
2013-12-27	5019
2013-12-28	4178
2013-12-29	3926
2013-12-30	4331
2013-12-31	3699
