2013-01-01	6650
2013-01-02	i982
2013-01-03	6511
2013-01-04	6967
2013-01-05	i114
2013-01-06	7109
2013-01-07	7375
2013-01-08	7195
2013-01-09	7s73
2013-01-10	i428
2013-01-11	i267
2013-01-12	i449
2013-01-13	i082
2013-01-14	i344
2013-01-15	7123
2013-01-16	6759
2013-01-17	6478
2013-01-18	i352
2013-01-19	6800
2013-01-20	6s77
2013-01-21	6933
2013-01-22	6731
2013-01-23	6443
2013-01-24	6347
2013-01-25	6373
2013-01-26	5807
2013-01-27	5447
2013-01-28	6138
2013-01-29	6026
2013-01-30	5888
2013-01-31	5984
2013-02-01	5981
2013-02-02	5321
2013-02-03	5310
2013-02-04	5664
2013-02-05	5271
2013-02-06	4944
2013-02-07	4772
2013-02-08	4614
2013-02-09	3538
2013-02-10	4249
2013-02-11	4749
2013-02-12	5191
2013-02-13	5380
2013-02-14	se56
2013-02-15	5934
2013-02-16	6512
2013-02-17	6722
2013-02-18	6964
2013-02-19	7103
2013-02-20	i210
2013-02-21	i508
2013-02-22	7725
2013-02-23	6822
2013-02-24	6989
2013-02-25	8910
2013-02-26	8424
2013-02-27	8327
2013-02-28	i265
2013-03-01	8259
2013-03-02	i864
2013-03-03	7796
2013-03-04	8239
2013-03-05	8528
2013-03-06	sr87
2013-03-07	se41
2013-03-08	8998
2013-03-09	9400
2013-03-10	8685
2013-03-11	8807
2013-03-12	error
2013-03-13	se99
2013-03-14	9092
2013-03-15	9509
2013-03-16	9321
2013-03-17	9002
2013-03-18	9120
2013-03-19	8453
2013-03-20	8892
2013-03-21	8926
2013-03-22	9771
2013-03-23	9575
2013-03-24	8513
2013-03-25	9081
2013-03-26	8310
2013-03-27	8404
2013-03-28	9009
2013-03-29	10551
2013-03-30	9189
2013-03-31	877e
2013-04-01	10512
2013-04-02	8981
2013-04-03	8502
2013-04-04	8881
2013-04-05	9157
2013-04-06	7716
2013-04-07	8027
2013-04-08	8405
2013-04-09	8482
2013-04-10	9e73
2013-04-11	10417
2013-04-12	9716
2013-04-13	887e
2013-04-14	e}976
2013-04-15	9205
2013-04-16	10280
2013-04-17	1076e}
2013-04-18	10578
2013-04-19	11181
2013-04-20	9931
2013-04-21	9924
2013-04-22	10364
2013-04-23	9279
2013-04-24	8912
2013-04-25	error
2013-04-26	sr07
2013-04-27	8643
2013-04-28	8994
2013-04-29	9423
2013-04-30	9134
2013-05-01	9088
2013-05-02	9836
2013-05-03	9046
2013-05-04	9154
2013-05-05	9898
2013-05-06	9719
2013-05-07	9989
2013-05-08	10213
2013-05-09	10107
2013-05-10	9125
2013-05-11	7674
2013-05-12	8093
2013-05-13	8644
2013-05-14	9228
2013-05-15	8996
2013-05-16	error
2013-05-17	9054
2013-05-18	8946
2013-05-19	9017
2013-05-20	8857
2013-05-21	8865
2013-05-22	e715
2013-05-23	8802
2013-05-24	9130
2013-05-25	9080
2013-05-26	9385
2013-05-27	9038
2013-05-28	9283
2013-05-29	9051
2013-05-30	9052
2013-05-31	8829
2013-06-01	8994
2013-06-02	9220
2013-06-03	9511
2013-06-04	9853
2013-06-05	12145
2013-06-06	1172s
2013-06-07	12346
2013-06-08	11996
2013-06-09	16076
2013-06-10	20077
2013-06-11	18020
2013-06-12	21084
2013-06-13	21886
2013-06-14	21092
2013-06-15	18093
2013-06-16	19222
2013-06-17	16527
2013-06-18	15152
2013-06-19	14057
2013-06-20	13383
2013-06-21	14003
